"project_id","project_year","currently_requested_funds","plan_id","plan_name","global_clusters","organisation_ids","organisation_names","question","answer"
42824,2016,"1260000",975,"Burkina Faso 2016","Agriculture","4399","Food and Agriculture Organization of the United Nations","Gender Marker","0-No signs that gender issues were considered in project design"
42983,2016,"1872500",411,"Chad 2016","Agriculture","2886","Agency for Technical Cooperation and Development","Project Grouping 2","1-  INSECURITE ALIMENTAIRE ET MALNUTRITION"
42983,2016,"1872500",411,"Chad 2016","Agriculture","2886","Agency for Technical Cooperation and Development","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
45555,2016,"0",465,"Syria regional refugee and resilience plan (3RP) 2016","Multi-sector","2915","United Nations Children's Fund","No field questions","No field answers"
43981,2016,"122307362",1011,"Syria Humanitarian Response Plan 2016","Emergency Shelter and NFI","4397","United Nations High Commissioner for Refugees","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
44701,2016,"300000",1059,"Republic of South Sudan 2016","Protection","6467","Hold the Child Organisation","Project Priority","2"
44701,2016,"300000",1059,"Republic of South Sudan 2016","Protection","6467","Hold the Child Organisation","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
44533,2016,"98440",1059,"Republic of South Sudan 2016","Water Sanitation Hygiene","811","Impact Health Organization","Project Priority","4"
44533,2016,"98440",1059,"Republic of South Sudan 2016","Water Sanitation Hygiene","811","Impact Health Organization","Gender Marker","1-The project is designed to contribute in some limited way to gender equality"
44686,2016,"550000",1059,"Republic of South Sudan 2016","Protection","6041","Universal Intervention and Development Organization","Project Priority","1"
44686,2016,"550000",1059,"Republic of South Sudan 2016","Protection","6041","Universal Intervention and Development Organization","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
44703,2016,"447000",1059,"Republic of South Sudan 2016","Agriculture","6737","Community Initiative for Sustainable Development Agency","Project Priority","1"
44703,2016,"447000",1059,"Republic of South Sudan 2016","Agriculture","6737","Community Initiative for Sustainable Development Agency","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
45091,2016,"440168",501,"Somalia 2016","Health","2986","International Organization for Migration","Project Priority","A - High"
45091,2016,"440168",501,"Somalia 2016","Health","2986","International Organization for Migration","Custom Location","South Central"
45091,2016,"440168",501,"Somalia 2016","Health","2986","International Organization for Migration","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
44939,2016,"1791180",501,"Somalia 2016","Water Sanitation Hygiene","2986","International Organization for Migration","Project Priority","A - High"
44939,2016,"1791180",501,"Somalia 2016","Water Sanitation Hygiene","2986","International Organization for Migration","Custom Location","South Central"
44939,2016,"1791180",501,"Somalia 2016","Water Sanitation Hygiene","2986","International Organization for Migration","Gender Marker","1-The project is designed to contribute in some limited way to gender equality"
44086,2016,"5000000",1011,"Syria Humanitarian Response Plan 2016","Water Sanitation Hygiene","1504","Concern Worldwide","Gender Marker","1-The project is designed to contribute in some limited way to gender equality"
47279,2016,"0",412,"Nigeria 2016","","4293","United Nations Population Fund","Project Priority","Low"
47279,2016,"0",412,"Nigeria 2016","","4293","United Nations Population Fund","Gender Marker","0-No signs that gender issues were considered in project design"
47278,2016,"0",378,"Mali 2016","","4293","United Nations Population Fund","Gender Marker","0-No signs that gender issues were considered in project design"
47010,2016,"550000",469,"Haiti Flash Appeal: Hurricane Matthew 2016","Water Sanitation Hygiene","3230","Solidarités International","No field questions","No field answers"
47250,2016,"200000",1059,"Republic of South Sudan 2016","Education","3269","World Relief","Project Priority","4"
47250,2016,"200000",1059,"Republic of South Sudan 2016","Education","3269","World Relief","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
44695,2016,"875000",1059,"Republic of South Sudan 2016","Health","6087","Universal Network for Knowledge and Empowerment Agency","Project Priority","2"
44695,2016,"875000",1059,"Republic of South Sudan 2016","Health","6087","Universal Network for Knowledge and Empowerment Agency","Gender Marker","1-The project is designed to contribute in some limited way to gender equality"
44663,2016,"800000",1059,"Republic of South Sudan 2016","Protection","6931","Health Link South Sudan","Project Priority","2"
44663,2016,"800000",1059,"Republic of South Sudan 2016","Protection","6931","Health Link South Sudan","Gender Marker","2b-The principal purpose of the project is to advance gender equality"
47248,2016,"508000",1059,"Republic of South Sudan 2016","Agriculture","988","Rural Community Action for Peace and Development","Project Priority","1"
47248,2016,"508000",1059,"Republic of South Sudan 2016","Agriculture","988","Rural Community Action for Peace and Development","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
45557,2016,"0",378,"Mali 2016","","2915","United Nations Children's Fund","Gender Marker","0-No signs that gender issues were considered in project design"
44218,2016,"5286000",1011,"Syria Humanitarian Response Plan 2016","Emergency Shelter and NFI","4305","Mercy Corps","Gender Marker","3-Not specified"
43429,2016,"500000",379,"Senegal 2016","Water Sanitation Hygiene","8516","Acción Contra el Hambre - Spain","Project Priority","High"
43429,2016,"500000",379,"Senegal 2016","Water Sanitation Hygiene","8516","Acción Contra el Hambre - Spain","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
46926,2016,"0",501,"Somalia 2016","","8417","UN Agencies (Confidential)","Gender Marker","3-Not specified"
44743,2016,"900000",1059,"Republic of South Sudan 2016","Health","5101","John Dau Foundation","Project Priority","3"
44743,2016,"900000",1059,"Republic of South Sudan 2016","Health","5101","John Dau Foundation","Gender Marker","1-The project is designed to contribute in some limited way to gender equality"
46898,2016,"0",422,"Mosul Flash Appeal 2016","","4397","United Nations High Commissioner for Refugees","No field questions","No field answers"
43300,2016,"1919999",1097,"Niger 2016","Education","2915","United Nations Children's Fund","Project Priority","High"
43300,2016,"1919999",1097,"Niger 2016","Education","2915","United Nations Children's Fund","Custom Location","Diffa"
43300,2016,"1919999",1097,"Niger 2016","Education","2915","United Nations Children's Fund","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
43250,2016,"480000",1097,"Niger 2016","Health","2915","United Nations Children's Fund","Custom Location","Diffa"
43250,2016,"480000",1097,"Niger 2016","Health","2915","United Nations Children's Fund","Project Priority","High"
43250,2016,"480000",1097,"Niger 2016","Health","2915","United Nations Children's Fund","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
46993,2016,"275000",469,"Haiti Flash Appeal: Hurricane Matthew 2016","Protection","2849","Save the Children","No field questions","No field answers"
47280,2016,"0",469,"Haiti Flash Appeal: Hurricane Matthew 2016","","8482","ACT Alliance / Church of Sweden","No field questions","No field answers"
47281,2016,"0",422,"Mosul Flash Appeal 2016","","2178","Norwegian Refugee Council","No field questions","No field answers"
43080,2016,"1026467",378,"Mali 2016","Emergency Shelter and NFI","2178","Norwegian Refugee Council","Gender Marker","1-The project is designed to contribute in some limited way to gender equality"
43460,2016,"774000",456,"Libya 2015-2016","Coordination and support services","4396","Office for the Coordination of Humanitarian Affairs","Project Priority","High"
43460,2016,"774000",456,"Libya 2015-2016","Coordination and support services","4396","Office for the Coordination of Humanitarian Affairs","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
42902,2016,"839709",498,"Cameroon 2016","Health","3049","World Food Programme","Response Type","Refugee"
42902,2016,"839709",498,"Cameroon 2016","Health","3049","World Food Programme","Project Priority","High"
42902,2016,"839709",498,"Cameroon 2016","Health","3049","World Food Programme","Gender Marker","1-The project is designed to contribute in some limited way to gender equality"
45962,2016,"1999416",1065,"Zimbabwe Humanitarian Response Plan 2016","Early Recovery","4695","Adventist Development and Relief Agency","Gender Marker","3-Not specified"
45940,2016,"149100",1065,"Zimbabwe Humanitarian Response Plan 2016","Health","4699","Nutrition Action Zimbabwe","No field questions","No field answers"
46910,2016,"2660000",1065,"Zimbabwe Humanitarian Response Plan 2016","Food Security","3465","Organisation of Rural Associations for Progress","Gender Marker","1-The project is designed to contribute in some limited way to gender equality"
43881,2016,"3112826",1011,"Syria Humanitarian Response Plan 2016","Health","3035","United Nations Relief and Works Agency for Palestine Refugees in the Near East","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
46912,2016,"0",1097,"Niger 2016","","4319","International NGOs (Confidential)","Project Priority","Medium"
46912,2016,"0",1097,"Niger 2016","","4319","International NGOs (Confidential)","Gender Marker","3-Not specified"
43725,2016,"4263924",1118,"occupied Palestinian territory 2016","Health","3035","United Nations Relief and Works Agency for Palestine Refugees in the Near East","Project Priority","Top"
43725,2016,"4263924",1118,"occupied Palestinian territory 2016","Health","3035","United Nations Relief and Works Agency for Palestine Refugees in the Near East","Custom Location","Projects covering just Gaza"
43725,2016,"4263924",1118,"occupied Palestinian territory 2016","Health","3035","United Nations Relief and Works Agency for Palestine Refugees in the Near East","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
43538,2016,"1264128",1118,"occupied Palestinian territory 2016","Health","3035","United Nations Relief and Works Agency for Palestine Refugees in the Near East","Project Priority","Top"
43538,2016,"1264128",1118,"occupied Palestinian territory 2016","Health","3035","United Nations Relief and Works Agency for Palestine Refugees in the Near East","Custom Location","Projects covering just West Bank"
43538,2016,"1264128",1118,"occupied Palestinian territory 2016","Health","3035","United Nations Relief and Works Agency for Palestine Refugees in the Near East","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
47282,2016,"292191",469,"Haiti Flash Appeal: Hurricane Matthew 2016","Emergency Shelter and NFI","3369","Plan International","No field questions","No field answers"
