"project_id","project_year","currently_requested_funds","plan_id","plan_name","global_clusters","organisation_ids","organisation_names","question","answer"
54993,2018,"1889576",1128,"Syria Humanitarian Response Plan 2018","Protection - Mine Action","8572","ACT Alliance / DanChurchAid","Project Grouping 2","NOT SPECIFIED"
54993,2018,"1889576",1128,"Syria Humanitarian Response Plan 2018","Protection - Mine Action","8572","ACT Alliance / DanChurchAid","Project Priority","NOT SPECIFIED"
54993,2018,"1889576",1128,"Syria Humanitarian Response Plan 2018","Protection - Mine Action","8572","ACT Alliance / DanChurchAid","Subset Of Plan","A"
54993,2018,"1889576",1128,"Syria Humanitarian Response Plan 2018","Protection - Mine Action","8572","ACT Alliance / DanChurchAid","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
55567,2018,"172825",1128,"Syria Humanitarian Response Plan 2018","Nutrition","7864","Syrian Expatriates Medical Association","Subset Of Plan","Y"
55567,2018,"172825",1128,"Syria Humanitarian Response Plan 2018","Nutrition","7864","Syrian Expatriates Medical Association","Project Grouping 2","NOT SPECIFIED"
55567,2018,"172825",1128,"Syria Humanitarian Response Plan 2018","Nutrition","7864","Syrian Expatriates Medical Association","Project Priority","NOT SPECIFIED"
55567,2018,"172825",1128,"Syria Humanitarian Response Plan 2018","Nutrition","7864","Syrian Expatriates Medical Association","Project Grouping 1","Nutrition"
55567,2018,"172825",1128,"Syria Humanitarian Response Plan 2018","Nutrition","7864","Syrian Expatriates Medical Association","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
56811,2018,"320000",1128,"Syria Humanitarian Response Plan 2018","Health","7864","Syrian Expatriates Medical Association","Project Priority","NOT SPECIFIED"
56811,2018,"320000",1128,"Syria Humanitarian Response Plan 2018","Health","7864","Syrian Expatriates Medical Association","Project Grouping 1","Health"
56811,2018,"320000",1128,"Syria Humanitarian Response Plan 2018","Health","7864","Syrian Expatriates Medical Association","Project Grouping 2","NOT SPECIFIED"
56811,2018,"320000",1128,"Syria Humanitarian Response Plan 2018","Health","7864","Syrian Expatriates Medical Association","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
56818,2018,"1656867",1128,"Syria Humanitarian Response Plan 2018","Health","7864","Syrian Expatriates Medical Association","Project Grouping 2","NOT SPECIFIED"
56818,2018,"1656867",1128,"Syria Humanitarian Response Plan 2018","Health","7864","Syrian Expatriates Medical Association","Project Priority","NOT SPECIFIED"
56818,2018,"1656867",1128,"Syria Humanitarian Response Plan 2018","Health","7864","Syrian Expatriates Medical Association","Project Grouping 1","Health"
56818,2018,"1656867",1128,"Syria Humanitarian Response Plan 2018","Health","7864","Syrian Expatriates Medical Association","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
55227,2018,"5095200",1128,"Syria Humanitarian Response Plan 2018","Food Security","4305","Mercy Corps","Project Grouping 1","Food Security"
55227,2018,"5095200",1128,"Syria Humanitarian Response Plan 2018","Food Security","4305","Mercy Corps","Project Grouping 2","NOT SPECIFIED"
55227,2018,"5095200",1128,"Syria Humanitarian Response Plan 2018","Food Security","4305","Mercy Corps","Project Priority","NOT SPECIFIED"
55227,2018,"5095200",1128,"Syria Humanitarian Response Plan 2018","Food Security","4305","Mercy Corps","Subset Of Plan","W"
55227,2018,"5095200",1128,"Syria Humanitarian Response Plan 2018","Food Security","4305","Mercy Corps","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
55223,2018,"3982435",1128,"Syria Humanitarian Response Plan 2018","Food Security","4305","Mercy Corps","Subset Of Plan","W"
55223,2018,"3982435",1128,"Syria Humanitarian Response Plan 2018","Food Security","4305","Mercy Corps","Project Grouping 1","Food Security"
55223,2018,"3982435",1128,"Syria Humanitarian Response Plan 2018","Food Security","4305","Mercy Corps","Project Priority","NOT SPECIFIED"
55223,2018,"3982435",1128,"Syria Humanitarian Response Plan 2018","Food Security","4305","Mercy Corps","Project Grouping 2","NOT SPECIFIED"
55223,2018,"3982435",1128,"Syria Humanitarian Response Plan 2018","Food Security","4305","Mercy Corps","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
56825,2018,"6757356",1128,"Syria Humanitarian Response Plan 2018","Water Sanitation Hygiene","4305","Mercy Corps","Project Priority","NOT SPECIFIED"
56825,2018,"6757356",1128,"Syria Humanitarian Response Plan 2018","Water Sanitation Hygiene","4305","Mercy Corps","Project Grouping 1","WASH"
56825,2018,"6757356",1128,"Syria Humanitarian Response Plan 2018","Water Sanitation Hygiene","4305","Mercy Corps","Project Grouping 2","NOT SPECIFIED"
56825,2018,"6757356",1128,"Syria Humanitarian Response Plan 2018","Water Sanitation Hygiene","4305","Mercy Corps","Subset Of Plan","W"
56825,2018,"6757356",1128,"Syria Humanitarian Response Plan 2018","Water Sanitation Hygiene","4305","Mercy Corps","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
55238,2018,"1090000",1128,"Syria Humanitarian Response Plan 2018","Protection - Child Protection","4305","Mercy Corps","Subset Of Plan","Y"
55238,2018,"1090000",1128,"Syria Humanitarian Response Plan 2018","Protection - Child Protection","4305","Mercy Corps","Project Grouping 2","NOT SPECIFIED"
55238,2018,"1090000",1128,"Syria Humanitarian Response Plan 2018","Protection - Child Protection","4305","Mercy Corps","Project Priority","NOT SPECIFIED"
55238,2018,"1090000",1128,"Syria Humanitarian Response Plan 2018","Protection - Child Protection","4305","Mercy Corps","Project Grouping 1","Child Protection"
55238,2018,"1090000",1128,"Syria Humanitarian Response Plan 2018","Protection - Child Protection","4305","Mercy Corps","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
55234,2018,"5935879",1128,"Syria Humanitarian Response Plan 2018","Emergency Shelter and NFI","4305","Mercy Corps","Project Grouping 2","NOT SPECIFIED"
55234,2018,"5935879",1128,"Syria Humanitarian Response Plan 2018","Emergency Shelter and NFI","4305","Mercy Corps","Project Priority","NOT SPECIFIED"
55234,2018,"5935879",1128,"Syria Humanitarian Response Plan 2018","Emergency Shelter and NFI","4305","Mercy Corps","Subset Of Plan","W"
55234,2018,"5935879",1128,"Syria Humanitarian Response Plan 2018","Emergency Shelter and NFI","4305","Mercy Corps","Project Grouping 1","Shelter / NFI"
55234,2018,"5935879",1128,"Syria Humanitarian Response Plan 2018","Emergency Shelter and NFI","4305","Mercy Corps","Gender Marker","0-No signs that gender issues were considered in project design"
55215,2018,"4907600",1128,"Syria Humanitarian Response Plan 2018","Early Recovery","4305","Mercy Corps","Project Grouping 2","NOT SPECIFIED"
55215,2018,"4907600",1128,"Syria Humanitarian Response Plan 2018","Early Recovery","4305","Mercy Corps","Project Priority","NOT SPECIFIED"
55215,2018,"4907600",1128,"Syria Humanitarian Response Plan 2018","Early Recovery","4305","Mercy Corps","Project Grouping 1","Early Recovery and Livelihoods"
55215,2018,"4907600",1128,"Syria Humanitarian Response Plan 2018","Early Recovery","4305","Mercy Corps","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
52771,2018,"502724",5684,"Tchad Plan de Réponse Humanitaire 2018","Nutrition","3001","International Rescue Committee","Needs","Un total de 2,7 millions de personnes souffre de l'insécurité alimentaire au Tchad, dont plus de 900 000 en situation d'insécurité alimentaire sévère, soit une baisse de 1 million de personnes par rapport à la même période en 2016. En dépit de cette légère amélioration de la sécurité alimentaire, la situation s'est empirée dans certaines zones encore fragiles et la situation nutritionnelle reste préoccupante dans l'ensemble du pays avec près de 250 000 enfants atteints de malnutrition aigue sévère attendus en 2018. Et la région du Lac est l'une des 4 régions du Tchad ou se trouve la forme sévère de l'insécurité alimentaire avec environ 12 000 personnes touchées. La malnutrition est un problème endémique au Tchad avec 40% des enfants de moins de 5 ans chroniquement malnutris. 29% des mères ont moins de 15 ans. Leurs enfants ont un risque plus élevé d'avoir un déficit pondéral (1 enfant sur 5 nait avec un petit poids). Par ailleurs, 5,5% des femmes pratiquent l'allaitement maternel exclusif jusqu'a 6 mois. Les pratiques alimentaires des enfants de moins de 5 ans demeurent très inadéquates dans la majorité des ménages dans les régions du Sahel. Seulement 5% des enfants bénéficient d'un régime alimentaire acceptable (EDS-MICS 2014-2015). Le faible taux d'alphabétisation des femmes (68% des moins de 15 ans sont analphabètes), certaines pratiques socio-culturelles (comme le mariage précoce), les mauvaises conditions d'hygiène et d'assainissement et les prévalences élevées de l'anémie chez les femmes enceintes et les enfants de moins de 5 ans, ainsi que le paludisme, viennent aggraver cette situation. Dans la région du Lac Tchad, la persistance des attaques des groupes armes lies a Boko Haram contre la population civile et la recrudescence des incidents de protection depuis le mois d'avril 2017 a provoqué d'importants déplacements internes de populations. Selon le dernier rapport de situation d'OCHA/UNHCR (aout 2017), il y aurait 123 440 personnes déplacées dans la région du Lac Tchad, auxquelles s'ajoutent 12 759 personnes déplacées non enregistrées et près de 8 634 refugies. Selon l'enquête SMART 2017, la région du Lac Tchad est dans une situation nutritionnelle très critique et nécessite une intervention d'urgence avec une MAG de 18,1%, une MAS de 3,4% et une MAM de 14,7%. La malnutrition reste toujours préoccupante comme le montrent les résultats des campagnes de dépistage de masse mensuel qu'organise IRC dans la période de Mai à Septembre 2017 auprès de 5 241 enfants de 6 à 59 mois dans 12 sites d'intervention du District Sanitaire de Liwa. Ces données indiquent que 15,8% d'enfants de cet Age souffrent de malnutrition aigue dont 3% de MAS. Ces dépistages ont mis aussi en évidence des écarts importants entre les sites lies au manque d'accès aux services de soins de santé et à l'eau potable, a l'insécurité alimentaire ou encore au manque de pratique d'hygiène adéquate. Malgré les interventions encours dans 8 sites, avec l'appui aux 7 centres de santé, on observe encore une insuffisance de : personnel qualifie, équipements et matériels médicaux et non-médicaux dans ces structures sanitaire. De surcroît cette intervention en cours ne couvre pas la totalité du District sanitaire. Les actions proposées dans le cadre de ce projet viseront à atteindre les objectifs stratégiques du plan de réponse humanitaire 2018 en matière de nutrition. IRC apportera son appui dans le secteur de la nutrition a 9122 personnes déplacées internes vivant dans les iles et sur la terre ferme dans le District sanitaire de Bol (Kaya, Ngalamia, Selea, Medi-koura, Medi-Kouta, Gomirom Doumou, Maar, Melea Dar Salam) et 4634 personnes déplacées dans le District sanitaire de Baga Sola(Dar El Kheir) à travers les cliniques mobiles et l'appui aux deux Centres de santé pour la prévention et la prise en charge nutritionnelle de qualité."
52771,2018,"502724",5684,"Tchad Plan de Réponse Humanitaire 2018","Nutrition","3001","International Rescue Committee","Response Type","Cluster"
52771,2018,"502724",5684,"Tchad Plan de Réponse Humanitaire 2018","Nutrition","3001","International Rescue Committee","Activities or outputs","Objectif 1: Assurer la prise en charge correcte des enfants de moins de 5 ans souffrant de MAS.
 Activité 1.1: Prise en charge de la malnutrition aigüe sévère. 
Activité 1.2: Former ou recycler 10 personnel de sante sur le protocole national de PCIMA. 
 Activité 1.3: Formation et sensibilisation du personnel médical et paramédical sur la protection transversale et redevabilité. 
Activité 2.4 : Mise en place de 4 équipes de cliniques mobiles pour assurer la disponibilité des soins nutritionnels aux enfants souffrant de malnutrition aigüe sévère.
Activité 2.5 : Appui de 2 centres de santé (1 dans les iles et 1 sur la terre ferme) en matériels et équipements nécessaires pour garantir une prise en charge de meilleure qualité.
 Activité 1.6: Organisation des enquêtes de satisfaction des services offerts 
Activité 1.7 : Mise en place des mécanismes de plaintes accessibles, efficace et confidentiel et surs. 
Objectif 2: Renforcer la capacité des populations à prévenir la malnutrition ainsi que la résilience nutritionnelle.
Activité 2.1 : Formation ou recyclage de 10 personnel de sante sur l’Alimentation du Nourrisson et du Jeune Enfant (ANJE) 
Activité 2.2 : Formation de 60 relais communautaires dans la mise en place du paquet d’activités communautaires PCIMA (dépistage, référencement des cas de malnutrition, suivi des absents/abandon du programme et visite a domicile).
Activité 2.3 : Mise en place et formation de 12 groupes de soutien ANJE soit 144 femmes dans 12 sites de cliniques mobiles pour la promotion des bonnes pratiques d’ANJE.
Activité 2.4: Sensibilisation portant sur les pratiques d'ANJE et la non-discrimination pour les mères et les pères d’enfants malnutris.
Activité 2.5: Sensibilisation portant sur les droits et services disponibles pour les mères/pères/accompagnants d’enfants malnutris.
Objectif 3: Maintenir et renforcer la coordination des activités nutritionnelles avec la DSR et les autres partenaires, le système de surveillance nutritionnelle et de préparation aux urgences. 
Activité 3.1: Appuyer le DS dans l’organisation des missions de supervisions conjointes intégrées. 
Activité 3.2: Appuyer le DS dans la collecte, compilation de données statistiques nutritionnelles et la planification des besoins pour le programme PCIMA  
Activité 3.3: Organiser le dépistage mensuel de masse de tous les enfants de 6 à 59 mois dans tous les sites d'intervention. 
Activité 3.4 : Appui à la coordination des activités de nutrition des Districts de Bol et Liwa et de la Région.
"
